sample_idx,tree_idx,context
90,3,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100
90,4,000000 000010 00100 1 1000 10000 100000 100010 10010 1010 10100
90,5,000000 00010 00100 1 1000 10000 100000 10010 1010 10100
90,6,000000 00100 1 10 1000 10000 100000 10100
90,7,000 00100 1 10 10100
90,8,00 1 10
90,9,0 1
91,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
91,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
91,2,000000 000100 0010 001000 001010 1 10000 100000 100100 10100 101000 101010
91,3,000000 0010 00100 001000 001010 1 10000 100000 10100 101000 101010
91,4,00000 0010 00100 001000 001010 1 10000 10100 101000 101010
91,5,0000 0010 00100 001000 001010 1 10100 101000 101010
91,6,000 0010 00100 001010 1 10100 101010
91,7,000 00100 1 10 10100
91,8,00 1 10
91,9,0 1
92,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
92,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
92,2,00000 000010 00100 001000 001010 1 10000 100010 10010 10100 101000 101010
92,3,00000 0010 00100 001000 001010 1 10000 10100 101000 101010
92,4,00000 0010 00100 001010 1 1000 10000 10100 101010
92,5,00000 0010 001010 1 100 1000 10000 101010
92,6,00 0010 001010 1 101010
92,7,00 1 10
92,8,0 1
93,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
93,1,00000 000010 000100 001010 1 1000 10000 100010 10010 100100 10100 101010
93,2,00000 00010 000100 001010 1 1000 10000 10010 100100 10100 101010
93,3,0000 00010 000100 001010 1 1000 10010 100100 10100 101010
93,4,0000 00010 001010 1 100 1000 10010 101010
93,5,0000 00010 1 100 1000 10010 1010
93,6,000 00010 1 100 10010 1010
93,7,000 1 10 100
93,8,00 1 10
93,9,0 1
94,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
94,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
94,2,00000 000010 000100 001010 1 1000 10000 100010 10010 100100 10100 101010
94,3,00000 000010 00100 001010 1 1000 10000 100010 10010 10100 101010
94,4,00000 000010 00100 1 1000 10000 100010 10010 1010 10100
94,5,00000 00010 00100 1 1000 10000 10010 1010 10100
94,6,00000 0010 00100 1 1000 10000 1010 10100
94,7,000 0010 00100 1 1010 10100
94,8,000 00100 1 10 10100
94,9,00 1 10
94,10,0 1
95,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
95,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
95,2,0000 000010 000100 001000 001010 1 100010 10010 100100 10100 101000 101010
95,3,0000 000010 00100 001000 001010 1 100010 10010 10100 101000 101010
95,4,0000 000010 00100 001000 1 100010 10010 1010 10100 101000
95,5,000 000010 00100 1 100010 10010 1010 10100
95,6,000 00010 00100 1 10010 1010 10100
95,7,000 00100 1 10 10100
95,8,000 1 10 100
95,9,00 1 10
95,10,0 1
96,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
96,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
96,2,00000 00010 000100 001000 001010 1 10000 10010 100100 10100 101000 101010
96,3,00000 00010 000100 001000 1 10000 10010 100100 1010 10100 101000
96,4,00000 00010 00100 001000 1 10000 10010 1010 10100 101000
96,5,00000 00010 00100 1 1000 10000 10010 1010 10100
96,6,00000 00100 1 10 1000 10000 10100
96,7,00000 1 10 100 1000 10000
96,8,00 1 10
96,9,0 1
97,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
97,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
97,2,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010
97,3,000000 000100 0010 001000 001010 1 10000 100000 100100 10100 101000 101010
97,4,000000 000100 001000 1 10 10000 100000 100100 10100 101000
97,5,000000 00100 001000 1 10 10000 100000 10100 101000
97,6,000000 001000 1 10 100 10000 100000 101000
97,7,000000 1 10 100 1000 10000 100000
97,8,00 1 10
97,9,0 1
98,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
98,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
98,2,00000 000010 000100 001010 1 1000 10000 100010 10010 100100 10100 101010
98,3,00000 000010 000100 1 1000 10000 100010 10010 100100 1010 10100
98,4,00000 000010 00100 1 1000 10000 100010 10010 1010 10100
98,5,000 000010 00100 1 100010 10010 1010 10100
98,6,00 000010 1 100010 10010 1010
98,7,00 1 10
98,8,0 1
99,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
99,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
99,2,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010
99,3,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100
99,4,000000 00010 000100 1 1000 10000 100000 10010 100100 1010 10100
99,5,000000 000100 1 10 1000 10000 100000 100100 10100
99,6,000 000100 1 10 100100 10100
99,7,000 1 10 100
99,8,00 1 10
99,9,0 1
